676	printer_technology	coEnum
4837	ooze_prevention	coBool
4843	filename_format	coString
4850	make_overhang_printable	coBool
4857	make_overhang_printable_angle	coFloat
4869	make_overhang_printable_hole_size	coFloat
4879	detect_overhang_wall	coBool
4887	wall_filament	coInt
4896	inner_wall_line_width	coFloatOrPercent
4908	inner_wall_speed	coFloat
4918	wall_loops	coInt
4926	alternate_extra_wall	coBool
4935	post_process	coStrings
4948	process_change_extrusion_role_gcode	coString
4957	printer_model	coString
4963	printer_notes	coString
4972	printer_variant	coString
4978	print_settings_id	coString
4983	printer_settings_id	coString
4988	raft_contact_distance	coFloat
4999	raft_expansion	coFloat
5008	raft_first_layer_density	coPercent
5018	raft_first_layer_expansion	coFloat
5028	raft_layers	coInt
5039	resolution	coFloat
5048	retraction_minimum_travel	coFloats
5055	retract_before_wipe	coPercents
5062	retract_when_changing_layer	coBools
5068	retraction_length	coFloats
5077	enable_long_retraction_when_cut	coInt
5081	long_retractions_when_cut	coBools
5088	retraction_distances_when_cut	coFloats
5096	long_retractions_when_ec	coBools
5102	retraction_distances_when_ec	coFloats
5111	retract_length_toolchange	coFloats
5122	z_hop	coFloats
5133	retract_lift_above	coFloats
5141	retract_lift_below	coFloats
5149	z_hop_types	coEnums
5164	travel_slope	coFloats
5173	retract_lift_above	coFloats
5180	retract_lift_below	coFloats
5187	retract_lift_enforce	coEnums
5202	extruder_type	coEnums
5215	nozzle_volume_type	coEnums
5227	default_nozzle_volume_type	coEnums
5239	extruder_variant_list	coStrings
5246	extruder_ams_count	coStrings
5252	printer_extruder_id	coInts
5259	printer_extruder_variant	coStrings
5266	master_extruder_id	coInt
5272	print_extruder_id	coInts
5279	print_extruder_variant	coStrings
5286	filament_extruder_id	coInts
5292	filament_extruder_variant	coStrings
5299	filament_self_index	coInts
5306	retract_restart_extra	coFloats
5314	retract_restart_extra_toolchange	coFloats
5322	retraction_speed	coFloats
5330	deretraction_speed	coFloats
5338	use_firmware_retraction	coBool
5345	bbl_calib_mark_logo	coBool
5351	disable_m73	coBool
5357	seam_position	coEnum
5375	staggered_inner_seams	coBool
5382	seam_gap	coFloatOrPercent
5392	seam_slope_type	coEnum
5406	seam_slope_conditional	coBool
5413	scarf_angle_threshold	coInt
5425	scarf_overhang_threshold	coPercent
5437	scarf_joint_speed	coFloatOrPercent
5451	scarf_joint_flow_ratio	coFloat
5460	seam_slope_start_height	coFloatOrPercent
5471	seam_slope_entire_loop	coBool
5478	seam_slope_min_length	coFloat
5487	seam_slope_steps	coInt
5495	seam_slope_inner_walls	coBool
5502	role_based_wipe_speed	coBool
5510	wipe_on_loops	coBool
5517	wipe_before_external_loop	coBool
5528	wipe_speed	coFloatOrPercent
5540	skirt_distance	coFloat
5549	skirt_start_angle	coFloat
5559	skirt_height	coInt
5567	single_loop_draft_shield	coBool
5573	draft_shield	coEnum
5588	skirt_type	coEnum
5600	skirt_loops	coInt
5609	skirt_speed	coFloat
5618	min_skirt_length	coFloat
5629	slow_down_layer_time	coFloats
5639	minimum_sparse_infill_area	coFloat
5648	solid_infill_filament	coInt
5657	internal_solid_infill_line_width	coFloatOrPercent
5669	internal_solid_infill_speed	coFloat
5678	spiral_mode	coBool
5686	spiral_mode_smooth	coBool
5693	spiral_mode_max_xy_smoothing	coFloatOrPercent
5706	spiral_starting_flow_ratio	coFloat
5717	spiral_finishing_flow_ratio	coFloat
5728	timelapse_type	coEnum
5745	standby_temperature_delta	coInt
5757	preheat_time	coFloat
5767	preheat_steps	coInt
5777	file_start_gcode	coString
5789	machine_start_gcode	coString
5798	filament_start_gcode	coStrings
5807	single_extruder_multi_material	coBool
5813	manual_filament_change	coBool
5821	wipe_tower_type	coEnum
5832	purge_in_prime_tower	coBool
5838	enable_filament_ramming	coBool
5844	tool_change_on_wipe_tower	coBool
5855	wipe_tower_no_sparse_layers	coBool
5863	single_extruder_multi_material_priming	coBool
5869	slice_closing_radius	coFloat
5879	slicing_mode	coEnum
5893	z_offset	coFloat
5903	enable_support	coBool
5910	support_type	coEnum
5927	support_object_xy_distance	coFloat
5938	support_object_first_layer_gap	coFloat
5949	support_angle	coFloat
5959	support_on_build_plate_only	coBool
5967	support_critical_regions_only	coBool
5974	support_remove_small_overhang	coBool
5983	support_top_z_distance	coFloat
6002	support_bottom_z_distance	coFloat
6013	enforce_support_layers	coInt
6027	support_filament	coInt
6036	support_interface_not_for_body	coBool
6043	support_line_width	coFloatOrPercent
6055	support_interface_loop_pattern	coBool
6062	support_interface_filament	coInt
6072	support_interface_top_layers	coInt
6090	support_interface_bottom_layers	coInt
6104	support_interface_spacing	coFloat
6115	support_bottom_interface_spacing	coFloat
6124	support_interface_speed	coFloat
6133	support_base_pattern	coEnum
6158	support_interface_pattern	coEnum
6178	support_base_pattern_spacing	coFloat
6187	support_expansion	coFloat
6195	support_speed	coFloat
6204	support_style	coEnum
6232	independent_support_layer_height	coBool
6240	support_threshold_angle	coInt
6253	support_threshold_overlap	coFloatOrPercent
6264	tree_support_branch_angle	coFloat
6275	tree_support_branch_angle_organic	coFloat
6286	tree_support_angle_slow	coFloat
6298	tree_support_branch_distance	coFloat
6308	tree_support_branch_distance_organic	coFloat
6318	tree_support_top_rate	coPercent
6332	tree_support_auto_brim	coBool
6338	tree_support_brim_width	coFloat
6345	tree_support_tip_diameter	coFloat
6356	tree_support_branch_diameter	coFloat
6366	tree_support_branch_diameter_angle	coFloat
6380	tree_support_branch_diameter_organic	coFloat
6390	tree_support_wall_count	coInt
6399	tree_support_with_infill	coBool
6406	support_ironing	coBool
6414	support_ironing_pattern	coEnum
6426	support_ironing_flow	coPercent
6438	support_ironing_spacing	coFloat
6448	activate_chamber_temp_control	coBools
6457	chamber_temperature	coInts
6478	nozzle_temperature	coInts
6487	nozzle_temperature_range_low	coInts
6495	nozzle_temperature_range_high	coInts
6503	head_wrap_detect_zone	coPoints
6508	detect_thin_wall	coBool
6516	change_filament_gcode	coString
6525	change_extrusion_role_gcode	coString
6534	filament_change_extrusion_role_gcode	coStrings
6543	top_surface_line_width	coFloatOrPercent
6555	top_surface_speed	coFloat
6564	top_shell_layers	coInt
6575	top_shell_thickness	coFloat
6586	top_surface_density	coPercent
6598	bottom_surface_density	coPercent
6610	travel_speed	coFloat
6618	travel_speed_z	coFloat
6628	wipe	coBools
6635	wipe_distance	coFloats
6646	enable_prime_tower	coBool
6653	prime_tower_enable_framework	coBool
6659	flush_volumes_vector	coFloats
6669	flush_volumes_matrix	coFloats
6679	flush_multiplier	coFloats
6686	prime_volume	coFloat
6694	wipe_tower_x	coFloats
6702	wipe_tower_y	coFloats
6710	prime_tower_width	coFloat
6718	wipe_tower_rotation_angle	coFloat
6725	prime_tower_brim_width	coFloat
6736	wipe_tower_cone_angle	coFloat
6746	wipe_tower_max_purge_speed	coFloat
6759	wipe_tower_wall_type	coEnum
6775	wipe_tower_extra_rib_length	coFloat
6784	wipe_tower_rib_width	coFloat
6793	wipe_tower_fillet_wall	coBool
6800	wipe_tower_filament	coInt
6810	wiping_volumes_extruders	coFloats
6817	prime_tower_skip_points	coBool
6823	prime_tower_flat_ironing	coBool
6827	enable_tower_interface_features	coBool
6833	enable_tower_interface_cooldown_during_tower	coBool
6839	prime_tower_infill_gap	coPercent
6847	flush_into_infill	coBool
6856	flush_into_support	coBool
6864	flush_into_objects	coBool
6872	wipe_tower_bridging	coFloat
6879	wipe_tower_extra_spacing	coPercent
6888	wipe_tower_extra_flow	coPercent
6898	idle_temperature	coInts
6907	xy_hole_compensation	coFloat
6917	xy_contour_compensation	coFloat
6927	hole_to_polyhole	coBool
6936	hole_to_polyhole_threshold	coFloatOrPercent
6949	hole_to_polyhole_twisted	coBool
6956	thumbnails	coString
6963	thumbnails_format	coEnum
6980	use_relative_e_distances	coBool
6989	wall_generator	coEnum
7003	wall_transition_length	coPercent
7014	wall_transition_filter_deviation	coPercent
7029	wall_transition_angle	coFloat
7042	wall_distribution_count	coInt
7051	min_feature_size	coPercent
7062	min_length_factor	coFloat
7076	wall_maximum_resolution	coFloat
7087	wall_maximum_deviation	coFloat
7099	initial_layer_min_bead_width	coPercent
7109	min_bead_width	coPercent
7154	detect_narrow_internal_solid_infill	coBool
7235	display_width	coFloat
7241	display_height	coFloat
7247	display_pixels_x	coInt
7254	display_pixels_y	coInt
7261	display_mirror_x	coBool
7268	display_mirror_y	coBool
7275	display_orientation	coEnum
7286	fast_tilt_time	coFloat
7295	slow_tilt_time	coFloat
7304	area_fill	coFloat
7312	relative_correction	coFloats
7320	relative_correction_x	coFloat
7328	relative_correction_y	coFloat
7336	relative_correction_z	coFloat
7344	absolute_correction	coFloat
7351	elefant_foot_min_width	coFloat
7360	gamma_correction	coFloat
7372	material_colour	coString
7378	material_type	coString
7390	initial_layer_height	coFloat
7397	bottle_volume	coFloat
7404	bottle_weight	coFloat
7411	material_density	coFloat
7418	bottle_cost	coFloat
7425	faded_layers	coInt
7433	min_exposure_time	coFloat
7441	max_exposure_time	coFloat
7449	exposure_time	coFloat
7456	min_initial_exposure_time	coFloat
7464	max_initial_exposure_time	coFloat
7472	initial_exposure_time	coFloat
7479	material_correction	coFloats
7486	material_correction_x	coFloat
7493	material_correction_y	coFloat
7500	material_correction_z	coFloat
7507	material_vendor	coString
7513	default_sla_material_profile	coString
7519	sla_material_settings_id	coString
7525	default_sla_print_profile	coString
7531	sla_print_settings_id	coString
7537	supports_enable	coBool
7544	support_head_front_diameter	coFloat
7553	support_head_penetration	coFloat
7562	support_head_width	coFloat
7572	support_pillar_diameter	coFloat
7582	support_small_pillar_diameter_percent	coPercent
7592	support_max_bridges_on_pillar	coInt
7600	support_pillar_connection_mode	coEnum
7613	support_buildplate_only	coBool
7620	support_pillar_widening_factor	coFloat
7629	support_base_diameter	coFloat
7639	support_base_height	coFloat
7648	support_base_safety_distance	coFloat
7658	support_critical_angle	coFloat
7668	support_max_bridge_length	coFloat
7677	support_max_pillar_link_distance	coFloat
7686	support_object_elevation	coFloat
7696	support_points_density_relative	coInt
7704	support_points_minimal_distance	coFloat
7712	pad_enable	coBool
7719	pad_wall_thickness	coFloat
7729	pad_wall_height	coFloat
7739	pad_brim_size	coFloat
7749	pad_max_merge_distance	coFloat
7758	pad_wall_slope	coFloat
7768	pad_around_object	coBool
7775	pad_around_object_everywhere	coBool
7782	pad_object_gap	coFloat
7792	pad_object_connector_stride	coFloat
7801	pad_object_connector_width	coFloat
7810	pad_object_connector_penetration	coFloat
7819	hollowing_enable	coBool
7826	hollowing_min_thickness	coFloat
7836	hollowing_quality	coFloat
7845	hollowing_closing_distance	coFloat
7855	material_print_speed	coEnum
10334	export_obj	coBool
10340	export_svg	coBool
10346	export_sla	coBool
10352	export_3mf	coString
10358	export_slicedata	coString
10364	load_slicedata	coStrings
10370	export_amf	coBool
10375	export_stl	coBool
10380	export_stls	coString
10385	export_gcode	coBool
10391	gcodeviewer	coBool
10398	slice	coInt
10405	help	coBool
10411	uptodate	coBool
10417	load_defaultfila	coBool
10423	min_save	coBool
10429	mtcpp	coInt
10436	mstpp	coInt
10444	no_check	coBool
10449	normative_check	coBool
10455	help_fff	coBool
10460	help_sla	coBool
10465	info	coBool
10470	export_settings	coString
10476	pipe	coString
10489	align_xy	coPoint
10494	cut	coFloat
10500	cut_grid	coFloat
10505	cut_x	coFloat
10510	cut_y	coFloat
10516	center	coPoint
10521	arrange	coInt
10528	repetitions	coInt
10534	ensure_on_bed	coBool
10539	copy	coInt
10545	duplicate_grid	coPoint
10549	assemble	coBool
10555	convert_unit	coBool
10560	orient	coInt
10566	repair	coBool
10571	rotate	coFloat
10577	rotate_x	coFloat
10583	rotate_y	coFloat
10589	scale	coFloat
10595	split	coBool
10599	scale_to_fit	coPoint
10609	ignore_nonexistent_config	coBool
10613	config_compatibility	coEnum
10627	load	coStrings
10631	load_settings	coStrings
10637	load_filaments	coStrings
10643	skip_objects	coInts
10649	clone_objects	coInts
10655	uptodate_settings	coStrings
10661	uptodate_filaments	coStrings
10667	downward_check	coBool
10672	downward_settings	coStrings
10678	load_assemble_list	coString
10684	output	coString
10689	single_instance	coBool
10696	autosave	coString
10701	datadir	coString
10706	outputdir	coString
10712	debug	coInt
10719	enable_timelapse	coBool
10725	sw_renderer	coBool
10731	load_custom_gcodes	coString
10737	load_filament_ids	coInts
10743	allow_multicolor_oneplate	coBool
10748	allow_rotations	coBool
10753	avoid_extrusion_cali_region	coBool
10758	skip_modified_gcodes	coBool
10764	makerlab_name	coString
10770	makerlab_version	coString
10776	metadata_name	coStrings
10782	metadata_value	coStrings
10788	allow_newer_file	coBool
10794	allow_mix_temp	coBool
10830	zhop	coFloat
10839	position	coFloats
10844	e_retracted	coFloats
10849	e_restart_extra	coFloats
10853	e_position	coFloats
10862	current_extruder	coInt
10866	current_object_idx	coInt
10870	has_wipe_tower	coBool
10874	initial_extruder	coInt
10878	initial_tool	coInt
10882	is_extruder_used	coBools
10886	num_extruders	coInt
10891	initial_filament_type	coString
10895	has_single_extruder_multi_material_priming	coBool
10907	extruded_volume	coFloats
10911	total_toolchanges	coInt
10915	extruded_volume_total	coFloat
10919	extruded_weight	coFloats
10923	extruded_weight_total	coFloat
10927	total_layer_count	coInt
10931	normal_print_time	coString
10935	num_printing_extruders	coInt
10939	print_time	coString
10943	printing_filament_types	coString
10947	silent_print_time	coString
10951	total_cost	coFloat
10955	total_weight	coFloat
10959	total_wipe_tower_cost	coFloat
10963	total_wipe_tower_filament	coFloat
10967	used_filament	coFloat
10971	print_time_sec	coString
10975	used_filament_length	coString
10984	num_objects	coInt
10988	num_instances	coInt
10992	scale	coStrings
10998	input_filename_base	coString
11013	first_layer_print_convex_hull	coPoints
11018	first_layer_print_min	coFloats
11022	first_layer_print_max	coFloats
11026	first_layer_print_size	coFloats
11030	print_bed_min	coFloats
11034	print_bed_max	coFloats
11038	print_bed_size	coFloats
11064	timestamp	coString
11068	year	coInt
11071	month	coInt
11074	day	coInt
11077	hour	coInt
11080	minute	coInt
11083	second	coInt
11091	print_preset	coString
11095	filament_preset	coString
11100	printer_preset	coString
11104	physical_printer_preset	coString
11146	layer_num	coInt
11150	layer_z	coFloat
11154	max_layer_z	coFloat
11158	filament_extruder_id	coInt
